# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号|electricityBalance
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=23011109;2=23011110;3=23011111;4=23011112|0.0
05A栋|1244|12|4|1=;2=;3=;4=|0.0
05A栋|1245|12|4|1=;2=;3=;4=|0.0
05B栋|101|1|4|1=23051101;2=23051102;3=23051103;4=23051104|0.0
05B栋|102|1|4|1=23051105;2=23051106;3=23051107;4=23051108|0.0
05B栋|103|1|4|1=23051201;2=23051202;3=23051203;4=23051204|0.0
05B栋|104|1|4|1=23051205;2=23051206;3=23051207;4=23051208|0.0
05B栋|105|1|4|1=23051301;2=23051302;3=23051303;4=23051304|0.0
05B栋|106|1|4|1=23051305;2=23051306;3=23051307;4=23051308|0.0
05B栋|107|1|4|1=23051401;2=23051402;3=23051403;4=23051404|0.0
05B栋|108|1|4|1=23051405;2=23051406;3=23051407;4=23051408|0.0
05B栋|109|1|4|1=23052101;2=23052102;3=23052103;4=23052104|0.0
05B栋|110|1|4|1=23052105;2=23052106;3=23052107;4=23052108|0.0
05B栋|111|1|4|1=23052201;2=23052202;3=23052203;4=23052204|0.0
05B栋|112|1|4|1=23052205;2=23052206;3=23052207;4=23052208|0.0
05B栋|113|1|4|1=23052301;2=23052302;3=23052303;4=23052304|0.0
05B栋|114|1|4|1=23052305;2=23052306;3=23052307;4=23052308|0.0
05B栋|115|1|4|1=23052401;2=23052402;3=23052403;4=23052404|0.0
05B栋|116|1|4|1=23052405;2=23052406;3=23052407;4=23052408|0.0
05B栋|117|1|4|1=23053101;2=23053102;3=23053103;4=23053104|0.0
05B栋|118|1|4|1=23053105;2=23053106;3=23053107;4=23053108|0.0
05B栋|119|1|4|1=23053201;2=23053202;3=23053203;4=23053204|0.0
05B栋|120|1|4|1=23053205;2=23053206;3=23053207;4=23053208|0.0
05B栋|121|1|4|1=23053301;2=23053302;3=23053303;4=23053304|0.0
05B栋|122|1|4|1=23053305;2=23053306;3=23053307;4=23053308|0.0
05B栋|123|1|4|1=23053401;2=23053402;3=23053403;4=23053404|0.0
05B栋|124|1|4|1=23053405;2=23053406;3=23053407;4=23053408|0.0
05B栋|125|1|4|1=23054101;2=23054102;3=23054103;4=23054104|0.0
05B栋|126|1|4|1=23054105;2=23054106;3=23054107;4=23054108|0.0
05B栋|127|1|4|1=23054201;2=23054202;3=23054203;4=23054204|0.0
05B栋|128|1|4|1=23054205;2=23054206;3=23054207;4=23054208|0.0
05B栋|129|1|4|1=23054301;2=23054302;3=23054303;4=23054304|0.0
05B栋|130|1|4|1=23054305;2=23054306;3=23054307;4=23054308|0.0
05B栋|131|1|4|1=23054401;2=23054402;3=23054403;4=23054404|0.0
05B栋|132|1|4|1=23054405;2=23054406;3=23054407;4=23054408|0.0
05B栋|133|1|4|1=24051101;2=24051102;3=24051103;4=24051104|0.0
05B栋|134|1|4|1=24051105;2=24051106;3=24051107;4=24051108|0.0
05B栋|135|1|4|1=24051201;2=24051202;3=24051203;4=24051204|0.0
05B栋|136|1|4|1=24051205;2=24051206;3=24051207;4=24051208|0.0
05B栋|137|1|4|1=24051301;2=24051302;3=24051303;4=24051304|0.0
05B栋|138|1|4|1=24051305;2=24051306;3=24051307;4=24051308|0.0
05B栋|139|1|4|1=24051401;2=24051402;3=24051403;4=24051404|0.0
05B栋|140|1|4|1=24051405;2=24051406;3=24051407;4=24051408|0.0
05B栋|141|1|4|1=24052101;2=24052102;3=24052103;4=24052104|0.0
05B栋|142|1|4|1=24052105;2=24052106;3=24052107;4=24052108|0.0
05B栋|143|1|4|1=24052201;2=24052202;3=24052203;4=24052204|0.0
05B栋|144|1|4|1=24052205;2=24052206;3=24052207;4=24052208|0.0
05B栋|145|1|4|1=24052301;2=24052302;3=24052303;4=24052304|0.0
05B栋|201|2|4|1=24052305;2=24052306;3=24052307;4=24052308|0.0
05B栋|202|2|4|1=24052401;2=24052402;3=24052403;4=24052404|0.0
05B栋|203|2|4|1=24052405;2=24052406;3=24052407;4=24052408|0.0
05B栋|204|2|4|1=24053101;2=24053102;3=24053103;4=24053104|0.0
05B栋|205|2|4|1=24053105;2=24053106;3=24053107;4=24053108|0.0
05B栋|206|2|4|1=24053201;2=24053202;3=24053203;4=24053204|0.0
05B栋|207|2|4|1=24053205;2=24053206;3=24053207;4=24053208|0.0
05B栋|208|2|4|1=24053301;2=24053302;3=24053303;4=24053304|0.0
05B栋|209|2|4|1=24053305;2=24053306;3=24053307;4=24053308|0.0
05B栋|210|2|4|1=24053401;2=24053402;3=24053403;4=24053404|0.0
05B栋|211|2|4|1=24053405;2=24053406;3=24053407;4=24053408|0.0
05B栋|212|2|4|1=24054101;2=24054102;3=24054103;4=24054104|0.0
05B栋|213|2|4|1=24054105;2=24054106;3=24054107;4=24054108|0.0
05B栋|214|2|4|1=24054201;2=24054202;3=24054203;4=24054204|0.0
05B栋|215|2|4|1=24054205;2=24054206;3=24054207;4=24054208|0.0
05B栋|216|2|4|1=24054301;2=24054302;3=24054303;4=24054304|0.0
05B栋|217|2|4|1=24054305;2=24054306;3=24054307;4=24054308|0.0
05B栋|218|2|4|1=24054401;2=24054402;3=24054403;4=24054404|0.0
05B栋|219|2|4|1=24054405;2=24054406;3=24054407;4=24054408|0.0
05B栋|220|2|4|1=25051101;2=25051102;3=25051103;4=25051104|0.0
05B栋|221|2|4|1=25051105;2=25051106;3=25051107;4=25051108|0.0
05B栋|222|2|4|1=25051201;2=25051202;3=25051203;4=25051204|0.0
05B栋|223|2|4|1=25051205;2=25051206;3=25051207;4=25051208|0.0
05B栋|224|2|4|1=25051301;2=25051302;3=25051303;4=25051304|0.0
05B栋|225|2|4|1=25051305;2=25051306;3=25051307;4=25051308|0.0
05B栋|226|2|4|1=25051401;2=25051402;3=25051403;4=25051404|0.0
05B栋|227|2|4|1=25051405;2=25051406;3=25051407;4=25051408|0.0
05B栋|228|2|4|1=25052101;2=25052102;3=25052103;4=25052104|0.0
05B栋|229|2|4|1=25052105;2=25052106;3=25052107;4=25052108|0.0
05B栋|230|2|4|1=25052201;2=25052202;3=25052203;4=25052204|0.0
05B栋|231|2|4|1=25052205;2=25052206;3=25052207;4=25052208|0.0
05B栋|232|2|4|1=25052301;2=25052302;3=25052303;4=25052304|0.0
05B栋|233|2|4|1=25052305;2=25052306;3=25052307;4=25052308|0.0
05B栋|234|2|4|1=25052401;2=25052402;3=25052403;4=25052404|0.0
05B栋|235|2|4|1=25052405;2=25052406;3=25052407;4=25052408|0.0
05B栋|236|2|4|1=25053101;2=25053102;3=25053103;4=25053104|0.0
05B栋|237|2|4|1=25053105;2=25053106;3=25053107;4=25053108|0.0
05B栋|238|2|4|1=25053201;2=25053202;3=25053203;4=25053204|0.0
05B栋|239|2|4|1=25053205;2=25053206;3=25053207;4=25053208|0.0
05B栋|240|2|4|1=25053301;2=25053302;3=25053303;4=25053304|0.0
05B栋|241|2|4|1=25053305;2=25053306;3=25053307;4=25053308|0.0
05B栋|242|2|4|1=25053401;2=25053402;3=25053403;4=25053404|0.0
05B栋|243|2|4|1=25053405;2=25053406;3=25053407;4=25053408|0.0
05B栋|244|2|4|1=25054101;2=25054102;3=25054103;4=25054104|0.0
05B栋|245|2|4|1=25054105;2=25054106;3=25054107;4=25054108|0.0
05B栋|301|3|4|1=25054201;2=25054202;3=25054203;4=25054204|0.0
05B栋|302|3|4|1=25054205;2=25054206;3=25054207;4=25054208|0.0
05B栋|303|3|4|1=25054301;2=25054302;3=25054303;4=25054304|0.0
05B栋|304|3|4|1=25054305;2=25054306;3=25054307;4=25054308|0.0
05B栋|305|3|4|1=25054401;2=25054402;3=25054403;4=25054404|0.0
05B栋|306|3|4|1=25054405;2=25054406;3=25054407;4=25054408|0.0
05B栋|307|3|4|1=26051101;2=26051102;3=26051103;4=26051104|0.0
05B栋|308|3|4|1=26051105;2=26051106;3=26051107;4=26051108|0.0
05B栋|309|3|4|1=26051201;2=26051202;3=26051203;4=26051204|0.0
05B栋|310|3|4|1=26051205;2=26051206;3=26051207;4=26051208|0.0
05B栋|311|3|4|1=26051301;2=26051302;3=26051303;4=26051304|0.0
05B栋|312|3|4|1=26051305;2=26051306;3=26051307;4=26051308|0.0
05B栋|313|3|4|1=26051401;2=26051402;3=26051403;4=26051404|0.0
05B栋|314|3|4|1=26051405;2=26051406;3=26051407;4=26051408|0.0
05B栋|315|3|4|1=26052101;2=26052102;3=26052103;4=26052104|0.0
05B栋|316|3|4|1=26052105;2=26052106;3=26052107;4=26052108|0.0
05B栋|317|3|4|1=26052201;2=26052202;3=26052203;4=26052204|0.0
05B栋|318|3|4|1=26052205;2=26052206;3=26052207;4=26052208|0.0
05B栋|319|3|4|1=26052301;2=26052302;3=26052303;4=26052304|0.0
05B栋|320|3|4|1=26052305;2=26052306;3=26052307;4=26052308|0.0
05B栋|321|3|4|1=26052401;2=26052402;3=26052403;4=26052404|0.0
05B栋|322|3|4|1=26052405;2=26052406;3=26052407;4=26052408|0.0
05B栋|323|3|4|1=26053101;2=26053102;3=26053103;4=26053104|0.0
05B栋|324|3|4|1=26053105;2=26053106;3=26053107;4=26053108|0.0
05B栋|325|3|4|1=26053201;2=26053202;3=26053203;4=26053204|0.0
05B栋|326|3|4|1=26053205;2=26053206;3=26053207;4=26053208|0.0
05B栋|327|3|4|1=26053301;2=26053302;3=26053303;4=26053304|0.0
05B栋|328|3|4|1=26053305;2=26053306;3=26053307;4=26053308|0.0
05B栋|329|3|4|1=26053401;2=26053402;3=26053403;4=26053404|0.0
05B栋|330|3|4|1=26053405;2=26053406;3=26053407;4=26053408|0.0
05B栋|331|3|4|1=26054101;2=26054102;3=26054103;4=26054104|0.0
05B栋|332|3|4|1=26054105;2=26054106;3=26054107;4=26054108|0.0
05B栋|333|3|4|1=26054201;2=26054202;3=26054203;4=26054204|0.0
05B栋|334|3|4|1=26054205;2=26054206;3=26054207;4=26054208|0.0
05B栋|335|3|4|1=26054301;2=26054302;3=26054303;4=26054304|0.0
05B栋|336|3|4|1=26054305;2=26054306;3=26054307;4=26054308|0.0
05B栋|337|3|4|1=26054401;2=26054402;3=26054403;4=26054404|0.0
05B栋|338|3|4|1=26054405;2=26054406;3=26054407;4=26054408|0.0
05B栋|339|3|4|1=;2=;3=;4=|0.0
05B栋|340|3|4|1=;2=;3=;4=|0.0
05B栋|341|3|4|1=;2=;3=;4=|0.0
05B栋|342|3|4|1=;2=;3=;4=|0.0
05B栋|343|3|4|1=;2=;3=;4=|0.0
05B栋|344|3|4|1=;2=;3=;4=|0.0
05B栋|345|3|4|1=;2=;3=;4=|0.0
06A栋|101|1|4|1=23061109;2=23061110;3=23061111;4=23061112|0.0
06A栋|102|1|4|1=23061113;2=23061114;3=23061115;4=23061116|0.0
06A栋|103|1|4|1=23061117;2=23061118;3=23061119;4=23061120|0.0
06A栋|104|1|4|1=23061121;2=23061122;3=23061123;4=23061124|0.0
06A栋|105|1|4|1=23061125;2=23061126;3=23061127;4=23061128|0.0
06A栋|106|1|4|1=23061129;2=23061130;3=23061131;4=23061132|0.0
06A栋|107|1|4|1=23061133;2=23061134;3=23061135;4=23061136|0.0
06A栋|108|1|4|1=23061137;2=23061138;3=23061139;4=23061140|0.0
06A栋|109|1|4|1=23061209;2=23061210;3=23061211;4=23061212|0.0
06A栋|110|1|4|1=23061213;2=23061214;3=23061215;4=23061216|0.0
06A栋|111|1|4|1=23061217;2=23061218;3=23061219;4=23061220|0.0
06A栋|112|1|4|1=23061221;2=23061222;3=23061223;4=23061224|0.0
06A栋|113|1|4|1=23061225;2=23061226;3=23061227;4=23061228|0.0
06A栋|114|1|4|1=23061229;2=23061230;3=23061231;4=23061232|0.0
06A栋|115|1|4|1=23061233;2=23061234;3=23061235;4=23061236|0.0
06A栋|116|1|4|1=23061237;2=23061238;3=23061239;4=23061240|0.0
06A栋|117|1|4|1=23061309;2=23061310;3=23061311;4=23061312|0.0
06A栋|118|1|4|1=23061313;2=23061314;3=23061315;4=23061316|0.0
06A栋|119|1|4|1=23061317;2=23061318;3=23061319;4=23061320|0.0
06A栋|120|1|4|1=23061321;2=23061322;3=23061323;4=23061324|0.0
06A栋|121|1|4|1=23061325;2=23061326;3=23061327;4=23061328|0.0
06A栋|122|1|4|1=23061329;2=23061330;3=23061331;4=23061332|0.0
06A栋|123|1|4|1=23061333;2=23061334;3=23061335;4=23061336|0.0
06A栋|124|1|4|1=23061337;2=23061338;3=23061339;4=23061340|0.0
06A栋|125|1|4|1=23061409;2=23061410;3=23061411;4=23061412|0.0
06A栋|126|1|4|1=23061413;2=23061414;3=23061415;4=23061416|0.0
06A栋|127|1|4|1=23061417;2=23061418;3=23061419;4=23061420|0.0
06A栋|128|1|4|1=23061421;2=23061422;3=23061423;4=23061424|0.0
06A栋|129|1|4|1=23061425;2=23061426;3=23061427;4=23061428|0.0
06A栋|130|1|4|1=23061429;2=23061430;3=23061431;4=23061432|0.0
06A栋|131|1|4|1=23061433;2=23061434;3=23061435;4=23061436|0.0
06A栋|132|1|4|1=23061437;2=23061438;3=23061439;4=23061440|0.0
06A栋|133|1|4|1=23062109;2=23062110;3=23062111;4=23062112|0.0
06A栋|134|1|4|1=23062113;2=23062114;3=23062115;4=23062116|0.0
06A栋|135|1|4|1=23062117;2=23062118;3=23062119;4=23062120|0.0
06A栋|136|1|4|1=23062121;2=23062122;3=23062123;4=23062124|0.0
06A栋|137|1|4|1=23062125;2=23062126;3=23062127;4=23062128|0.0
06A栋|138|1|4|1=23062129;2=23062130;3=23062131;4=23062132|0.0
06A栋|139|1|4|1=23062133;2=23062134;3=23062135;4=23062136|0.0
06A栋|140|1|4|1=23062137;2=23062138;3=23062139;4=23062140|0.0
06A栋|141|1|4|1=23062209;2=23062210;3=23062211;4=23062212|0.0
06A栋|142|1|4|1=23062213;2=23062214;3=23062215;4=23062216|0.0
06A栋|143|1|4|1=23062217;2=23062218;3=23062219;4=23062220|0.0
06A栋|144|1|4|1=23062221;2=23062222;3=23062223;4=23062224|0.0
06A栋|145|1|4|1=23062225;2=23062226;3=23062227;4=23062228|0.0
06A栋|201|2|4|1=23062229;2=23062230;3=23062231;4=23062232|0.0
06A栋|202|2|4|1=23062233;2=23062234;3=23062235;4=23062236|0.0
06A栋|203|2|4|1=23062237;2=23062238;3=23062239;4=23062240|0.0
06A栋|204|2|4|1=23062309;2=23062310;3=23062311;4=23062312|0.0
06A栋|205|2|4|1=23062313;2=23062314;3=23062315;4=23062316|0.0
06A栋|206|2|4|1=23062317;2=23062318;3=23062319;4=23062320|0.0
06A栋|207|2|4|1=23062321;2=23062322;3=23062323;4=23062324|0.0
06A栋|208|2|4|1=23062325;2=23062326;3=23062327;4=23062328|0.0
06A栋|209|2|4|1=23062329;2=23062330;3=23062331;4=23062332|0.0
06A栋|210|2|4|1=23062333;2=23062334;3=23062335;4=23062336|0.0
06A栋|211|2|4|1=23062337;2=23062338;3=23062339;4=23062340|0.0
06A栋|212|2|4|1=23062409;2=23062410;3=23062411;4=23062412|0.0
06A栋|213|2|4|1=23062413;2=23062414;3=23062415;4=23062416|0.0
06A栋|214|2|4|1=23062417;2=23062418;3=23062419;4=23062420|0.0
06A栋|215|2|4|1=23062421;2=23062422;3=23062423;4=23062424|0.0
06A栋|216|2|4|1=23062425;2=23062426;3=23062427;4=23062428|0.0
06A栋|217|2|4|1=23062429;2=23062430;3=23062431;4=23062432|0.0
06A栋|218|2|4|1=23062433;2=23062434;3=23062435;4=23062436|0.0
06A栋|219|2|4|1=23062437;2=23062438;3=23062439;4=23062440|0.0
06A栋|220|2|4|1=23063109;2=23063110;3=23063111;4=23063112|0.0
06A栋|221|2|4|1=23063113;2=23063114;3=23063115;4=23063116|0.0
06A栋|222|2|4|1=23063117;2=23063118;3=23063119;4=23063120|0.0
06A栋|223|2|4|1=23063121;2=23063122;3=23063123;4=23063124|0.0
06A栋|224|2|4|1=23063125;2=23063126;3=23063127;4=23063128|0.0
06A栋|225|2|4|1=23063129;2=23063130;3=23063131;4=23063132|0.0
06A栋|226|2|4|1=23063133;2=23063134;3=23063135;4=23063136|0.0
06A栋|227|2|4|1=23063137;2=23063138;3=23063139;4=23063140|0.0
06A栋|228|2|4|1=23063209;2=23063210;3=23063211;4=23063212|0.0
06A栋|229|2|4|1=23063213;2=23063214;3=23063215;4=23063216|0.0
06A栋|230|2|4|1=23063217;2=23063218;3=23063219;4=23063220|0.0
06A栋|231|2|4|1=23063221;2=23063222;3=23063223;4=23063224|0.0
06A栋|232|2|4|1=23063225;2=23063226;3=23063227;4=23063228|0.0
06A栋|233|2|4|1=23063229;2=23063230;3=23063231;4=23063232|0.0
06A栋|234|2|4|1=23063233;2=23063234;3=23063235;4=23063236|0.0
06A栋|235|2|4|1=23063237;2=23063238;3=23063239;4=23063240|0.0
06A栋|236|2|4|1=23063309;2=23063310;3=23063311;4=23063312|0.0
06A栋|237|2|4|1=23063313;2=23063314;3=23063315;4=23063316|0.0
06A栋|238|2|4|1=23063317;2=23063318;3=23063319;4=23063320|0.0
06A栋|239|2|4|1=23063321;2=23063322;3=23063323;4=23063324|0.0
06A栋|240|2|4|1=23063325;2=23063326;3=23063327;4=23063328|0.0
06A栋|241|2|4|1=23063329;2=23063330;3=23063331;4=23063332|0.0
06A栋|242|2|4|1=23063333;2=23063334;3=23063335;4=23063336|0.0
06A栋|243|2|4|1=23063337;2=23063338;3=23063339;4=23063340|0.0
06A栋|244|2|4|1=23063409;2=23063410;3=23063411;4=23063412|0.0
06A栋|245|2|4|1=23063413;2=23063414;3=23063415;4=23063416|0.0
06A栋|301|3|4|1=23063417;2=23063418;3=23063419;4=23063420|0.0
06A栋|302|3|4|1=23063421;2=23063422;3=23063423;4=23063424|0.0
06A栋|303|3|4|1=23063425;2=23063426;3=23063427;4=23063428|0.0
06A栋|304|3|4|1=23063429;2=23063430;3=23063431;4=23063432|0.0
06A栋|305|3|4|1=23063433;2=23063434;3=23063435;4=23063436|0.0
06A栋|306|3|4|1=23063437;2=23063438;3=23063439;4=23063440|0.0
06A栋|307|3|4|1=23064109;2=23064110;3=23064111;4=23064112|0.0
06A栋|308|3|4|1=23064113;2=23064114;3=23064115;4=23064116|0.0
06A栋|309|3|4|1=23064117;2=23064118;3=23064119;4=23064120|0.0
06A栋|310|3|4|1=23064121;2=23064122;3=23064123;4=23064124|0.0
06A栋|311|3|4|1=23064125;2=23064126;3=23064127;4=23064128|0.0
06A栋|312|3|4|1=23064129;2=23064130;3=23064131;4=23064132|0.0
06A栋|313|3|4|1=23064133;2=23064134;3=23064135;4=23064136|0.0
06A栋|314|3|4|1=23064137;2=23064138;3=23064139;4=23064140|0.0
06A栋|315|3|4|1=23064209;2=23064210;3=23064211;4=23064212|0.0
06A栋|316|3|4|1=23064213;2=23064214;3=23064215;4=23064216|0.0
06A栋|317|3|4|1=23064217;2=23064218;3=23064219;4=23064220|0.0
06A栋|318|3|4|1=23064221;2=23064222;3=23064223;4=23064224|0.0
06A栋|319|3|4|1=23064225;2=23064226;3=23064227;4=23064228|0.0
06A栋|320|3|4|1=23064229;2=23064230;3=23064231;4=23064232|0.0
06A栋|321|3|4|1=23064233;2=23064234;3=23064235;4=23064236|0.0
06A栋|322|3|4|1=23064237;2=23064238;3=23064239;4=23064240|0.0
06A栋|323|3|4|1=23064309;2=23064310;3=23064311;4=23064312|0.0
06A栋|324|3|4|1=23064313;2=23064314;3=23064315;4=23064316|0.0
06A栋|325|3|4|1=23064317;2=23064318;3=23064319;4=23064320|0.0
06A栋|326|3|4|1=23064321;2=23064322;3=23064323;4=23064324|0.0
06A栋|327|3|4|1=23064325;2=23064326;3=23064327;4=23064328|0.0
06A栋|328|3|4|1=23064329;2=23064330;3=23064331;4=23064332|0.0
06A栋|329|3|4|1=23064333;2=23064334;3=23064335;4=23064336|0.0
06A栋|330|3|4|1=23064337;2=23064338;3=23064339;4=23064340|0.0
06A栋|331|3|4|1=23064409;2=23064410;3=23064411;4=23064412|0.0
06A栋|332|3|4|1=23064413;2=23064414;3=23064415;4=23064416|0.0
06A栋|333|3|4|1=23064417;2=23064418;3=23064419;4=23064420|0.0
06A栋|334|3|4|1=23064421;2=23064422;3=23064423;4=23064424|0.0
06A栋|335|3|4|1=23064425;2=23064426;3=23064427;4=23064428|0.0
06A栋|336|3|4|1=23064429;2=23064430;3=23064431;4=23064432|0.0
06A栋|337|3|4|1=23064433;2=23064434;3=23064435;4=23064436|0.0
06A栋|338|3|4|1=23064437;2=23064438;3=23064439;4=23064440|0.0
06A栋|339|3|4|1=24061109;2=24061110;3=24061111;4=24061112|0.0
06A栋|340|3|4|1=24061113;2=24061114;3=24061115;4=24061116|0.0
06A栋|341|3|4|1=24061117;2=24061118;3=24061119;4=24061120|0.0
06A栋|342|3|4|1=24061121;2=24061122;3=24061123;4=24061124|0.0
06A栋|343|3|4|1=24061125;2=24061126;3=24061127;4=24061128|0.0
06A栋|344|3|4|1=24061129;2=24061130;3=24061131;4=24061132|0.0
06A栋|345|3|4|1=24061133;2=24061134;3=24061135;4=24061136|0.0
06A栋|401|4|4|1=24061137;2=24061138;3=24061139;4=24061140|0.0
06A栋|402|4|4|1=24061209;2=24061210;3=24061211;4=24061212|0.0
06A栋|403|4|4|1=24061213;2=24061214;3=24061215;4=24061216|0.0
06A栋|404|4|4|1=24061217;2=24061218;3=24061219;4=24061220|0.0
06A栋|405|4|4|1=24061221;2=24061222;3=24061223;4=24061224|0.0
06A栋|406|4|4|1=24061225;2=24061226;3=24061227;4=24061228|0.0
06A栋|407|4|4|1=24061229;2=24061230;3=24061231;4=24061232|0.0
06A栋|408|4|4|1=24061233;2=24061234;3=24061235;4=24061236|0.0
06A栋|409|4|4|1=24061237;2=24061238;3=24061239;4=24061240|0.0
06A栋|410|4|4|1=24061309;2=24061310;3=24061311;4=24061312|0.0
06A栋|411|4|4|1=24061313;2=24061314;3=24061315;4=24061316|0.0
06A栋|412|4|4|1=24061317;2=24061318;3=24061319;4=24061320|0.0
06A栋|413|4|4|1=24061321;2=24061322;3=24061323;4=24061324|0.0
06A栋|414|4|4|1=24061325;2=24061326;3=24061327;4=24061328|0.0
06A栋|415|4|4|1=24061329;2=24061330;3=24061331;4=24061332|0.0
06A栋|416|4|4|1=24061333;2=24061334;3=24061335;4=24061336|0.0
06A栋|417|4|4|1=24061337;2=24061338;3=24061339;4=24061340|0.0
06A栋|418|4|4|1=24061409;2=24061410;3=24061411;4=24061412|0.0
06A栋|419|4|4|1=24061413;2=24061414;3=24061415;4=24061416|0.0
06A栋|420|4|4|1=24061417;2=24061418;3=24061419;4=24061420|0.0
06A栋|421|4|4|1=24061421;2=24061422;3=24061423;4=24061424|0.0
06A栋|422|4|4|1=24061425;2=24061426;3=24061427;4=24061428|0.0
06A栋|423|4|4|1=24061429;2=24061430;3=24061431;4=24061432|0.0
06A栋|424|4|4|1=24061433;2=24061434;3=24061435;4=24061436|0.0
06A栋|425|4|4|1=24061437;2=24061438;3=24061439;4=24061440|0.0
06A栋|426|4|4|1=24062109;2=24062110;3=24062111;4=24062112|0.0
06A栋|427|4|4|1=24062113;2=24062114;3=24062115;4=24062116|0.0
06A栋|428|4|4|1=24062117;2=24062118;3=24062119;4=24062120|0.0
06A栋|429|4|4|1=24062121;2=24062122;3=24062123;4=24062124|0.0
06A栋|430|4|4|1=24062125;2=24062126;3=24062127;4=24062128|0.0
06A栋|431|4|4|1=24062129;2=24062130;3=24062131;4=24062132|0.0
06A栋|432|4|4|1=24062133;2=24062134;3=24062135;4=24062136|0.0
06A栋|433|4|4|1=24062137;2=24062138;3=24062139;4=24062140|0.0
06A栋|434|4|4|1=24062209;2=24062210;3=24062211;4=24062212|0.0
06A栋|435|4|4|1=24062213;2=24062214;3=24062215;4=24062216|0.0
06A栋|436|4|4|1=24062217;2=24062218;3=24062219;4=24062220|0.0
06A栋|437|4|4|1=24062221;2=24062222;3=24062223;4=24062224|0.0
06A栋|438|4|4|1=24062225;2=24062226;3=24062227;4=24062228|0.0
06A栋|439|4|4|1=24062229;2=24062230;3=24062231;4=24062232|0.0
06A栋|440|4|4|1=24062233;2=24062234;3=24062235;4=24062236|0.0
06A栋|441|4|4|1=24062237;2=24062238;3=24062239;4=24062240|0.0
06A栋|442|4|4|1=24062309;2=24062310;3=24062311;4=24062312|0.0
06A栋|443|4|4|1=24062313;2=24062314;3=24062315;4=24062316|0.0
06A栋|444|4|4|1=24062317;2=24062318;3=24062319;4=24062320|0.0
06A栋|445|4|4|1=24062321;2=24062322;3=24062323;4=24062324|0.0
06A栋|501|5|4|1=24062325;2=24062326;3=24062327;4=24062328|0.0
06A栋|502|5|4|1=24062329;2=24062330;3=24062331;4=24062332|0.0
06A栋|503|5|4|1=24062333;2=24062334;3=24062335;4=24062336|0.0
06A栋|504|5|4|1=24062337;2=24062338;3=24062339;4=24062340|0.0
06A栋|505|5|4|1=24062409;2=24062410;3=24062411;4=24062412|0.0
06A栋|506|5|4|1=24062413;2=24062414;3=24062415;4=24062416|0.0
06A栋|507|5|4|1=24062417;2=24062418;3=24062419;4=24062420|0.0
06A栋|508|5|4|1=24062421;2=24062422;3=24062423;4=24062424|0.0
06A栋|509|5|4|1=24062425;2=24062426;3=24062427;4=24062428|0.0
06A栋|510|5|4|1=24062429;2=24062430;3=24062431;4=24062432|0.0
06A栋|511|5|4|1=24062433;2=24062434;3=24062435;4=24062436|0.0
06A栋|512|5|4|1=24062437;2=24062438;3=24062439;4=24062440|0.0
06A栋|513|5|4|1=24063109;2=24063110;3=24063111;4=24063112|0.0
06A栋|514|5|4|1=24063113;2=24063114;3=24063115;4=24063116|0.0
06A栋|515|5|4|1=24063117;2=24063118;3=24063119;4=24063120|0.0
06A栋|516|5|4|1=24063121;2=24063122;3=24063123;4=24063124|0.0
06A栋|517|5|4|1=24063125;2=24063126;3=24063127;4=24063128|0.0
06A栋|518|5|4|1=24063129;2=24063130;3=24063131;4=24063132|0.0
06A栋|519|5|4|1=24063133;2=24063134;3=24063135;4=24063136|0.0
06A栋|520|5|4|1=24063137;2=24063138;3=24063139;4=24063140|0.0
06A栋|521|5|4|1=24063209;2=24063210;3=24063211;4=24063212|0.0
06A栋|522|5|4|1=24063213;2=24063214;3=24063215;4=24063216|0.0
06A栋|523|5|4|1=24063217;2=24063218;3=24063219;4=24063220|0.0
06A栋|524|5|4|1=24063221;2=24063222;3=24063223;4=24063224|0.0
06A栋|525|5|4|1=24063225;2=24063226;3=24063227;4=24063228|0.0
06A栋|526|5|4|1=24063229;2=24063230;3=24063231;4=24063232|0.0
06A栋|527|5|4|1=24063233;2=24063234;3=24063235;4=24063236|0.0
06A栋|528|5|4|1=24063237;2=24063238;3=24063239;4=24063240|0.0
06A栋|529|5|4|1=24063309;2=24063310;3=24063311;4=24063312|0.0
06A栋|530|5|4|1=24063313;2=24063314;3=24063315;4=24063316|0.0
06A栋|531|5|4|1=24063317;2=24063318;3=24063319;4=24063320|0.0
06A栋|532|5|4|1=24063321;2=24063322;3=24063323;4=24063324|0.0
06A栋|533|5|4|1=24063325;2=24063326;3=24063327;4=24063328|0.0
06A栋|534|5|4|1=24063329;2=24063330;3=24063331;4=24063332|0.0
06A栋|535|5|4|1=24063333;2=24063334;3=24063335;4=24063336|0.0
06A栋|536|5|4|1=24063337;2=24063338;3=24063339;4=24063340|0.0
06A栋|537|5|4|1=24063409;2=24063410;3=24063411;4=24063412|0.0
06A栋|538|5|4|1=24063413;2=24063414;3=24063415;4=24063416|0.0
06A栋|539|5|4|1=24063417;2=24063418;3=24063419;4=24063420|0.0
06A栋|540|5|4|1=24063421;2=24063422;3=24063423;4=24063424|0.0
06A栋|541|5|4|1=24063425;2=24063426;3=24063427;4=24063428|0.0
