# 房间表：buildingName|roomNo|floor|capacity|床位号=学号;床位号=学号
# 字段以 | 分隔，一行一条记录；# 开头为注释行。
01A栋|101|1|4|1=24011109;2=24011110;3=24011111;4=24011112
06A栋|413|4|4|1=25061321;2=25061322;3=25061323;4=25061324
06A栋|414|4|4|1=25061325;2=25061326;3=25061327;4=25061328
06A栋|415|4|4|1=25061329;2=25061330;3=25061331;4=25061332
06A栋|416|4|4|1=25061333;2=25061334;3=25061335;4=25061336
06A栋|417|4|4|1=25061337;2=25061338;3=25061339;4=25061340
06A栋|418|4|4|1=25061409;2=25061410;3=25061411;4=25061412
06A栋|419|4|4|1=25061413;2=25061414;3=25061415;4=25061416
06A栋|420|4|4|1=25061417;2=25061418;3=25061419;4=25061420
06A栋|421|4|4|1=25061421;2=25061422;3=25061423;4=25061424
06A栋|422|4|4|1=25061425;2=25061426;3=25061427;4=25061428
06A栋|423|4|4|1=25061429;2=25061430;3=25061431;4=25061432
06A栋|424|4|4|1=25061433;2=25061434;3=25061435;4=25061436
06A栋|425|4|4|1=25061437;2=25061438;3=25061439;4=25061440
06A栋|426|4|4|1=25062109;2=25062110;3=25062111;4=25062112
06A栋|427|4|4|1=25062113;2=25062114;3=25062115;4=25062116
06A栋|428|4|4|1=25062117;2=25062118;3=25062119;4=25062120
06A栋|429|4|4|1=25062121;2=25062122;3=25062123;4=25062124
06A栋|430|4|4|1=25062125;2=25062126;3=25062127;4=25062128
06A栋|431|4|4|1=25062129;2=25062130;3=25062131;4=25062132
06A栋|432|4|4|1=25062133;2=25062134;3=25062135;4=25062136
06A栋|433|4|4|1=25062137;2=25062138;3=25062139;4=25062140
06A栋|434|4|4|1=25062209;2=25062210;3=25062211;4=25062212
06A栋|435|4|4|1=25062213;2=25062214;3=25062215;4=25062216
06A栋|436|4|4|1=25062217;2=25062218;3=25062219;4=25062220
06A栋|437|4|4|1=25062221;2=25062222;3=25062223;4=25062224
06A栋|438|4|4|1=25062225;2=25062226;3=25062227;4=25062228
06A栋|439|4|4|1=25062229;2=25062230;3=25062231;4=25062232
06A栋|440|4|4|1=25062233;2=25062234;3=25062235;4=25062236
06A栋|441|4|4|1=25062237;2=25062238;3=25062239;4=25062240
06A栋|442|4|4|1=25062309;2=25062310;3=25062311;4=25062312
06A栋|443|4|4|1=25062313;2=25062314;3=25062315;4=25062316
06A栋|444|4|4|1=25062317;2=25062318;3=25062319;4=25062320
06A栋|445|4|4|1=25062321;2=25062322;3=25062323;4=25062324
06A栋|501|5|4|1=25062325;2=25062326;3=25062327;4=25062328
06A栋|502|5|4|1=25062329;2=25062330;3=25062331;4=25062332
06A栋|503|5|4|1=25062333;2=25062334;3=25062335;4=25062336
06A栋|504|5|4|1=25062337;2=25062338;3=25062339;4=25062340
06A栋|505|5|4|1=25062409;2=25062410;3=25062411;4=25062412
06A栋|506|5|4|1=25062413;2=25062414;3=25062415;4=25062416
06A栋|507|5|4|1=25062417;2=25062418;3=25062419;4=25062420
06A栋|508|5|4|1=25062421;2=25062422;3=25062423;4=25062424
06A栋|509|5|4|1=25062425;2=25062426;3=25062427;4=25062428
06A栋|510|5|4|1=25062429;2=25062430;3=25062431;4=25062432
06A栋|511|5|4|1=25062433;2=25062434;3=25062435;4=25062436
06A栋|512|5|4|1=25062437;2=25062438;3=25062439;4=25062440
06A栋|513|5|4|1=25063109;2=25063110;3=25063111;4=25063112
06A栋|514|5|4|1=25063113;2=25063114;3=25063115;4=25063116
06A栋|515|5|4|1=25063117;2=25063118;3=25063119;4=25063120
06A栋|516|5|4|1=25063121;2=25063122;3=25063123;4=25063124
06A栋|517|5|4|1=25063125;2=25063126;3=25063127;4=25063128
06A栋|518|5|4|1=25063129;2=25063130;3=25063131;4=25063132
06A栋|519|5|4|1=25063133;2=25063134;3=25063135;4=25063136
06A栋|520|5|4|1=25063137;2=25063138;3=25063139;4=25063140
06A栋|521|5|4|1=25063209;2=25063210;3=25063211;4=25063212
06A栋|522|5|4|1=25063213;2=25063214;3=25063215;4=25063216
06A栋|523|5|4|1=25063217;2=25063218;3=25063219;4=25063220
06A栋|524|5|4|1=25063221;2=25063222;3=25063223;4=25063224
06A栋|525|5|4|1=25063225;2=25063226;3=25063227;4=25063228
06A栋|526|5|4|1=25063229;2=25063230;3=25063231;4=25063232
06A栋|527|5|4|1=25063233;2=25063234;3=25063235;4=25063236
06A栋|528|5|4|1=25063237;2=25063238;3=25063239;4=25063240
06A栋|529|5|4|1=25063309;2=25063310;3=25063311;4=25063312
06A栋|530|5|4|1=25063313;2=25063314;3=25063315;4=25063316
06A栋|531|5|4|1=25063317;2=25063318;3=25063319;4=25063320
06A栋|532|5|4|1=25063321;2=25063322;3=25063323;4=25063324
06A栋|533|5|4|1=25063325;2=25063326;3=25063327;4=25063328
06A栋|534|5|4|1=25063329;2=25063330;3=25063331;4=25063332
06A栋|535|5|4|1=25063333;2=25063334;3=25063335;4=25063336
06A栋|536|5|4|1=25063337;2=25063338;3=25063339;4=25063340
06A栋|537|5|4|1=25063409;2=25063410;3=25063411;4=25063412
06A栋|538|5|4|1=25063413;2=25063414;3=25063415;4=25063416
06A栋|539|5|4|1=25063417;2=25063418;3=25063419;4=25063420
06A栋|540|5|4|1=25063421;2=25063422;3=25063423;4=25063424
06A栋|541|5|4|1=25063425;2=25063426;3=25063427;4=25063428
06A栋|542|5|4|1=25063429;2=25063430;3=25063431;4=25063432
06A栋|543|5|4|1=25063433;2=25063434;3=25063435;4=25063436
06A栋|544|5|4|1=25063437;2=25063438;3=25063439;4=25063440
06A栋|545|5|4|1=25064109;2=25064110;3=25064111;4=25064112
06A栋|601|6|4|1=25064113;2=25064114;3=25064115;4=25064116
06A栋|602|6|4|1=25064117;2=25064118;3=25064119;4=25064120
06A栋|603|6|4|1=25064121;2=25064122;3=25064123;4=25064124
06A栋|604|6|4|1=25064125;2=25064126;3=25064127;4=25064128
06A栋|605|6|4|1=25064129;2=25064130;3=25064131;4=25064132
06A栋|606|6|4|1=25064133;2=25064134;3=25064135;4=25064136
06A栋|607|6|4|1=25064137;2=25064138;3=25064139;4=25064140
06A栋|608|6|4|1=25064209;2=25064210;3=25064211;4=25064212
06A栋|609|6|4|1=25064213;2=25064214;3=25064215;4=25064216
06A栋|610|6|4|1=25064217;2=25064218;3=25064219;4=25064220
06A栋|611|6|4|1=25064221;2=25064222;3=25064223;4=25064224
06A栋|612|6|4|1=25064225;2=25064226;3=25064227;4=25064228
06A栋|613|6|4|1=25064229;2=25064230;3=25064231;4=25064232
06A栋|614|6|4|1=25064233;2=25064234;3=25064235;4=25064236
06A栋|615|6|4|1=25064237;2=25064238;3=25064239;4=25064240
06A栋|616|6|4|1=25064309;2=25064310;3=25064311;4=25064312
06A栋|617|6|4|1=25064313;2=25064314;3=25064315;4=25064316
06A栋|618|6|4|1=25064317;2=25064318;3=25064319;4=25064320
06A栋|619|6|4|1=25064321;2=25064322;3=25064323;4=25064324
06A栋|620|6|4|1=25064325;2=25064326;3=25064327;4=25064328
06A栋|621|6|4|1=25064329;2=25064330;3=25064331;4=25064332
06A栋|622|6|4|1=25064333;2=25064334;3=25064335;4=25064336
06A栋|623|6|4|1=25064337;2=25064338;3=25064339;4=25064340
06A栋|624|6|4|1=25064409;2=25064410;3=25064411;4=25064412
06A栋|625|6|4|1=25064413;2=25064414;3=25064415;4=25064416
06A栋|626|6|4|1=25064417;2=25064418;3=25064419;4=25064420
06A栋|627|6|4|1=25064421;2=25064422;3=25064423;4=25064424
06A栋|628|6|4|1=25064425;2=25064426;3=25064427;4=25064428
06A栋|629|6|4|1=25064429;2=25064430;3=25064431;4=25064432
06A栋|630|6|4|1=25064433;2=25064434;3=25064435;4=25064436
06A栋|631|6|4|1=25064437;2=25064438;3=25064439;4=25064440
06A栋|632|6|4|1=;2=;3=;4=
06A栋|633|6|4|1=;2=;3=;4=
06A栋|634|6|4|1=;2=;3=;4=
06A栋|635|6|4|1=;2=;3=;4=
06A栋|636|6|4|1=;2=;3=;4=
06A栋|637|6|4|1=;2=;3=;4=
06A栋|638|6|4|1=;2=;3=;4=
06A栋|639|6|4|1=;2=;3=;4=
06A栋|640|6|4|1=;2=;3=;4=
06A栋|641|6|4|1=;2=;3=;4=
06A栋|642|6|4|1=;2=;3=;4=
06A栋|643|6|4|1=;2=;3=;4=
06A栋|644|6|4|1=;2=;3=;4=
06A栋|645|6|4|1=;2=;3=;4=
06B栋|101|1|4|1=24061101;2=24061102;3=24061103;4=24061104
06B栋|102|1|4|1=24061105;2=24061106;3=24061107;4=24061108
06B栋|103|1|4|1=24061201;2=24061202;3=24061203;4=24061204
06B栋|104|1|4|1=24061205;2=24061206;3=24061207;4=24061208
06B栋|105|1|4|1=24061301;2=24061302;3=24061303;4=24061304
06B栋|106|1|4|1=24061305;2=24061306;3=24061307;4=24061308
06B栋|107|1|4|1=24061401;2=24061402;3=24061403;4=24061404
06B栋|108|1|4|1=24061405;2=24061406;3=24061407;4=24061408
06B栋|109|1|4|1=24062101;2=24062102;3=24062103;4=24062104
06B栋|110|1|4|1=24062105;2=24062106;3=24062107;4=24062108
06B栋|111|1|4|1=24062201;2=24062202;3=24062203;4=24062204
06B栋|112|1|4|1=24062205;2=24062206;3=24062207;4=24062208
06B栋|113|1|4|1=24062301;2=24062302;3=24062303;4=24062304
06B栋|114|1|4|1=24062305;2=24062306;3=24062307;4=24062308
06B栋|115|1|4|1=24062401;2=24062402;3=24062403;4=24062404
06B栋|116|1|4|1=24062405;2=24062406;3=24062407;4=24062408
06B栋|117|1|4|1=24063101;2=24063102;3=24063103;4=24063104
06B栋|118|1|4|1=24063105;2=24063106;3=24063107;4=24063108
06B栋|119|1|4|1=24063201;2=24063202;3=24063203;4=24063204
06B栋|120|1|4|1=24063205;2=24063206;3=24063207;4=24063208
06B栋|121|1|4|1=24063301;2=24063302;3=24063303;4=24063304
06B栋|122|1|4|1=24063305;2=24063306;3=24063307;4=24063308
06B栋|123|1|4|1=24063401;2=24063402;3=24063403;4=24063404
06B栋|124|1|4|1=24063405;2=24063406;3=24063407;4=24063408
06B栋|125|1|4|1=24064101;2=24064102;3=24064103;4=24064104
06B栋|126|1|4|1=24064105;2=24064106;3=24064107;4=24064108
06B栋|127|1|4|1=24064201;2=24064202;3=24064203;4=24064204
06B栋|128|1|4|1=24064205;2=24064206;3=24064207;4=24064208
06B栋|129|1|4|1=24064301;2=24064302;3=24064303;4=24064304
06B栋|130|1|4|1=24064305;2=24064306;3=24064307;4=24064308
06B栋|131|1|4|1=24064401;2=24064402;3=24064403;4=24064404
06B栋|132|1|4|1=24064405;2=24064406;3=24064407;4=24064408
06B栋|133|1|4|1=25061101;2=25061102;3=25061103;4=25061104
06B栋|134|1|4|1=25061105;2=25061106;3=25061107;4=25061108
06B栋|135|1|4|1=25061201;2=25061202;3=25061203;4=25061204
06B栋|136|1|4|1=25061205;2=25061206;3=25061207;4=25061208
06B栋|137|1|4|1=25061301;2=25061302;3=25061303;4=25061304
06B栋|138|1|4|1=25061305;2=25061306;3=25061307;4=25061308
06B栋|139|1|4|1=25061401;2=25061402;3=25061403;4=25061404
06B栋|140|1|4|1=25061405;2=25061406;3=25061407;4=25061408
06B栋|141|1|4|1=25062101;2=25062102;3=25062103;4=25062104
06B栋|142|1|4|1=25062105;2=25062106;3=25062107;4=25062108
06B栋|143|1|4|1=25062201;2=25062202;3=25062203;4=25062204
06B栋|144|1|4|1=25062205;2=25062206;3=25062207;4=25062208
06B栋|145|1|4|1=25062301;2=25062302;3=25062303;4=25062304
06B栋|201|2|4|1=25062305;2=25062306;3=25062307;4=25062308
06B栋|202|2|4|1=25062401;2=25062402;3=25062403;4=25062404
06B栋|203|2|4|1=25062405;2=25062406;3=25062407;4=25062408
06B栋|204|2|4|1=25063101;2=25063102;3=25063103;4=25063104
06B栋|205|2|4|1=25063105;2=25063106;3=25063107;4=25063108
06B栋|206|2|4|1=25063201;2=25063202;3=25063203;4=25063204
06B栋|207|2|4|1=25063205;2=25063206;3=25063207;4=25063208
06B栋|208|2|4|1=25063301;2=25063302;3=25063303;4=25063304
06B栋|209|2|4|1=25063305;2=25063306;3=25063307;4=25063308
06B栋|210|2|4|1=25063401;2=25063402;3=25063403;4=25063404
06B栋|211|2|4|1=25063405;2=25063406;3=25063407;4=25063408
06B栋|212|2|4|1=25064101;2=25064102;3=25064103;4=25064104
06B栋|213|2|4|1=25064105;2=25064106;3=25064107;4=25064108
06B栋|214|2|4|1=25064201;2=25064202;3=25064203;4=25064204
06B栋|215|2|4|1=25064205;2=25064206;3=25064207;4=25064208
06B栋|216|2|4|1=25064301;2=25064302;3=25064303;4=25064304
06B栋|217|2|4|1=25064305;2=25064306;3=25064307;4=25064308
06B栋|218|2|4|1=25064401;2=25064402;3=25064403;4=25064404
06B栋|219|2|4|1=25064405;2=25064406;3=25064407;4=25064408
06B栋|220|2|4|1=;2=;3=;4=
06B栋|221|2|4|1=;2=;3=;4=
06B栋|222|2|4|1=;2=;3=;4=
06B栋|223|2|4|1=;2=;3=;4=
06B栋|224|2|4|1=;2=;3=;4=
06B栋|225|2|4|1=;2=;3=;4=
06B栋|226|2|4|1=;2=;3=;4=
06B栋|227|2|4|1=;2=;3=;4=
06B栋|228|2|4|1=;2=;3=;4=
06B栋|229|2|4|1=;2=;3=;4=
06B栋|230|2|4|1=;2=;3=;4=
06B栋|231|2|4|1=;2=;3=;4=
06B栋|232|2|4|1=;2=;3=;4=
06B栋|233|2|4|1=;2=;3=;4=
06B栋|234|2|4|1=;2=;3=;4=
06B栋|235|2|4|1=;2=;3=;4=
06B栋|236|2|4|1=;2=;3=;4=
06B栋|237|2|4|1=;2=;3=;4=
06B栋|238|2|4|1=;2=;3=;4=
06B栋|239|2|4|1=;2=;3=;4=
06B栋|240|2|4|1=;2=;3=;4=
06B栋|241|2|4|1=;2=;3=;4=
06B栋|242|2|4|1=;2=;3=;4=
06B栋|243|2|4|1=;2=;3=;4=
06B栋|244|2|4|1=;2=;3=;4=
06B栋|245|2|4|1=;2=;3=;4=
07A栋|101|1|4|1=24071109;2=24071110;3=24071111;4=24071112
07A栋|102|1|4|1=24071113;2=24071114;3=24071115;4=24071116
07A栋|103|1|4|1=24071117;2=24071118;3=24071119;4=24071120
07A栋|104|1|4|1=24071121;2=24071122;3=24071123;4=24071124
07A栋|105|1|4|1=24071125;2=24071126;3=24071127;4=24071128
07A栋|106|1|4|1=24071129;2=24071130;3=24071131;4=24071132
07A栋|107|1|4|1=24071133;2=24071134;3=24071135;4=24071136
07A栋|108|1|4|1=24071137;2=24071138;3=24071139;4=24071140
07A栋|109|1|4|1=24071209;2=24071210;3=24071211;4=24071212
07A栋|110|1|4|1=24071213;2=24071214;3=24071215;4=24071216
07A栋|111|1|4|1=24071217;2=24071218;3=24071219;4=24071220
07A栋|112|1|4|1=24071221;2=24071222;3=24071223;4=24071224
07A栋|113|1|4|1=24071225;2=24071226;3=24071227;4=24071228
07A栋|114|1|4|1=24071229;2=24071230;3=24071231;4=24071232
07A栋|115|1|4|1=24071233;2=24071234;3=24071235;4=24071236
07A栋|116|1|4|1=24071237;2=24071238;3=24071239;4=24071240
07A栋|117|1|4|1=24071309;2=24071310;3=24071311;4=24071312
07A栋|118|1|4|1=24071313;2=24071314;3=24071315;4=24071316
07A栋|119|1|4|1=24071317;2=24071318;3=24071319;4=24071320
07A栋|120|1|4|1=24071321;2=24071322;3=24071323;4=24071324
07A栋|121|1|4|1=24071325;2=24071326;3=24071327;4=24071328
07A栋|122|1|4|1=24071329;2=24071330;3=24071331;4=24071332
07A栋|123|1|4|1=24071333;2=24071334;3=24071335;4=24071336
07A栋|124|1|4|1=24071337;2=24071338;3=24071339;4=24071340
07A栋|125|1|4|1=24071409;2=24071410;3=24071411;4=24071412
07A栋|126|1|4|1=24071413;2=24071414;3=24071415;4=24071416
07A栋|127|1|4|1=24071417;2=24071418;3=24071419;4=24071420
07A栋|128|1|4|1=24071421;2=24071422;3=24071423;4=24071424
07A栋|129|1|4|1=24071425;2=24071426;3=24071427;4=24071428
07A栋|130|1|4|1=24071429;2=24071430;3=24071431;4=24071432
07A栋|131|1|4|1=24071433;2=24071434;3=24071435;4=24071436
07A栋|132|1|4|1=24071437;2=24071438;3=24071439;4=24071440
07A栋|133|1|4|1=24072109;2=24072110;3=24072111;4=24072112
07A栋|134|1|4|1=24072113;2=24072114;3=24072115;4=24072116
07A栋|135|1|4|1=24072117;2=24072118;3=24072119;4=24072120
07A栋|136|1|4|1=24072121;2=24072122;3=24072123;4=24072124
07A栋|137|1|4|1=24072125;2=24072126;3=24072127;4=24072128
07A栋|138|1|4|1=24072129;2=24072130;3=24072131;4=24072132
07A栋|139|1|4|1=24072133;2=24072134;3=24072135;4=24072136
07A栋|140|1|4|1=24072137;2=24072138;3=24072139;4=24072140
07A栋|141|1|4|1=24072209;2=24072210;3=24072211;4=24072212
07A栋|142|1|4|1=24072213;2=24072214;3=24072215;4=24072216
07A栋|143|1|4|1=24072217;2=24072218;3=24072219;4=24072220
07A栋|144|1|4|1=24072221;2=24072222;3=24072223;4=24072224
07A栋|145|1|4|1=24072225;2=24072226;3=24072227;4=24072228
07A栋|201|2|4|1=24072229;2=24072230;3=24072231;4=24072232
07A栋|202|2|4|1=24072233;2=24072234;3=24072235;4=24072236
07A栋|203|2|4|1=24072237;2=24072238;3=24072239;4=24072240
07A栋|204|2|4|1=24072309;2=24072310;3=24072311;4=24072312
07A栋|205|2|4|1=24072313;2=24072314;3=24072315;4=24072316
07A栋|206|2|4|1=24072317;2=24072318;3=24072319;4=24072320
07A栋|207|2|4|1=24072321;2=24072322;3=24072323;4=24072324
07A栋|208|2|4|1=24072325;2=24072326;3=24072327;4=24072328
07A栋|209|2|4|1=24072329;2=24072330;3=24072331;4=24072332
07A栋|210|2|4|1=24072333;2=24072334;3=24072335;4=24072336
07A栋|211|2|4|1=24072337;2=24072338;3=24072339;4=24072340
07A栋|212|2|4|1=24072409;2=24072410;3=24072411;4=24072412
07A栋|213|2|4|1=24072413;2=24072414;3=24072415;4=24072416
07A栋|214|2|4|1=24072417;2=24072418;3=24072419;4=24072420
07A栋|215|2|4|1=24072421;2=24072422;3=24072423;4=24072424
07A栋|216|2|4|1=24072425;2=24072426;3=24072427;4=24072428
07A栋|217|2|4|1=24072429;2=24072430;3=24072431;4=24072432
07A栋|218|2|4|1=24072433;2=24072434;3=24072435;4=24072436
07A栋|219|2|4|1=24072437;2=24072438;3=24072439;4=24072440
07A栋|220|2|4|1=24073109;2=24073110;3=24073111;4=24073112
07A栋|221|2|4|1=24073113;2=24073114;3=24073115;4=24073116
07A栋|222|2|4|1=24073117;2=24073118;3=24073119;4=24073120
07A栋|223|2|4|1=24073121;2=24073122;3=24073123;4=24073124
07A栋|224|2|4|1=24073125;2=24073126;3=24073127;4=24073128
07A栋|225|2|4|1=24073129;2=24073130;3=24073131;4=24073132
07A栋|226|2|4|1=24073133;2=24073134;3=24073135;4=24073136
07A栋|227|2|4|1=24073137;2=24073138;3=24073139;4=24073140
07A栋|228|2|4|1=24073209;2=24073210;3=24073211;4=24073212
07A栋|229|2|4|1=24073213;2=24073214;3=24073215;4=24073216
07A栋|230|2|4|1=24073217;2=24073218;3=24073219;4=24073220
07A栋|231|2|4|1=24073221;2=24073222;3=24073223;4=24073224
07A栋|232|2|4|1=24073225;2=24073226;3=24073227;4=24073228
07A栋|233|2|4|1=24073229;2=24073230;3=24073231;4=24073232
07A栋|234|2|4|1=24073233;2=24073234;3=24073235;4=24073236
07A栋|235|2|4|1=24073237;2=24073238;3=24073239;4=24073240
07A栋|236|2|4|1=24073309;2=24073310;3=24073311;4=24073312
07A栋|237|2|4|1=24073313;2=24073314;3=24073315;4=24073316
07A栋|238|2|4|1=24073317;2=24073318;3=24073319;4=24073320
07A栋|239|2|4|1=24073321;2=24073322;3=24073323;4=24073324
07A栋|240|2|4|1=24073325;2=24073326;3=24073327;4=24073328
07A栋|241|2|4|1=24073329;2=24073330;3=24073331;4=24073332
07A栋|242|2|4|1=24073333;2=24073334;3=24073335;4=24073336
07A栋|243|2|4|1=24073337;2=24073338;3=24073339;4=24073340
07A栋|244|2|4|1=24073409;2=24073410;3=24073411;4=24073412
07A栋|245|2|4|1=24073413;2=24073414;3=24073415;4=24073416
07A栋|301|3|4|1=24073417;2=24073418;3=24073419;4=24073420
07A栋|302|3|4|1=24073421;2=24073422;3=24073423;4=24073424
07A栋|303|3|4|1=24073425;2=24073426;3=24073427;4=24073428
07A栋|304|3|4|1=24073429;2=24073430;3=24073431;4=24073432
07A栋|305|3|4|1=24073433;2=24073434;3=24073435;4=24073436
07A栋|306|3|4|1=24073437;2=24073438;3=24073439;4=24073440
07A栋|307|3|4|1=24074109;2=24074110;3=24074111;4=24074112
07A栋|308|3|4|1=24074113;2=24074114;3=24074115;4=24074116
07A栋|309|3|4|1=24074117;2=24074118;3=24074119;4=24074120
07A栋|310|3|4|1=24074121;2=24074122;3=24074123;4=24074124
07A栋|311|3|4|1=24074125;2=24074126;3=24074127;4=24074128
07A栋|312|3|4|1=24074129;2=24074130;3=24074131;4=24074132
07A栋|313|3|4|1=24074133;2=24074134;3=24074135;4=24074136
07A栋|314|3|4|1=24074137;2=24074138;3=24074139;4=24074140
07A栋|315|3|4|1=24074209;2=24074210;3=24074211;4=24074212
07A栋|316|3|4|1=24074213;2=24074214;3=24074215;4=24074216
07A栋|317|3|4|1=24074217;2=24074218;3=24074219;4=24074220
07A栋|318|3|4|1=24074221;2=24074222;3=24074223;4=24074224
07A栋|319|3|4|1=24074225;2=24074226;3=24074227;4=24074228
07A栋|320|3|4|1=24074229;2=24074230;3=24074231;4=24074232
07A栋|321|3|4|1=24074233;2=24074234;3=24074235;4=24074236
07A栋|322|3|4|1=24074237;2=24074238;3=24074239;4=24074240
07A栋|323|3|4|1=24074309;2=24074310;3=24074311;4=24074312
07A栋|324|3|4|1=24074313;2=24074314;3=24074315;4=24074316
07A栋|325|3|4|1=24074317;2=24074318;3=24074319;4=24074320
07A栋|326|3|4|1=24074321;2=24074322;3=24074323;4=24074324
07A栋|327|3|4|1=24074325;2=24074326;3=24074327;4=24074328
07A栋|328|3|4|1=24074329;2=24074330;3=24074331;4=24074332
07A栋|329|3|4|1=24074333;2=24074334;3=24074335;4=24074336
07A栋|330|3|4|1=24074337;2=24074338;3=24074339;4=24074340
07A栋|331|3|4|1=24074409;2=24074410;3=24074411;4=24074412
07A栋|332|3|4|1=24074413;2=24074414;3=24074415;4=24074416
07A栋|333|3|4|1=24074417;2=24074418;3=24074419;4=24074420
07A栋|334|3|4|1=24074421;2=24074422;3=24074423;4=24074424
07A栋|335|3|4|1=24074425;2=24074426;3=24074427;4=24074428
07A栋|336|3|4|1=24074429;2=24074430;3=24074431;4=24074432
07A栋|337|3|4|1=24074433;2=24074434;3=24074435;4=24074436
07A栋|338|3|4|1=24074437;2=24074438;3=24074439;4=24074440
07A栋|339|3|4|1=25071109;2=25071110;3=25071111;4=25071112
07A栋|340|3|4|1=25071113;2=25071114;3=25071115;4=25071116
07A栋|341|3|4|1=25071117;2=25071118;3=25071119;4=25071120
07A栋|342|3|4|1=25071121;2=25071122;3=25071123;4=25071124
07A栋|343|3|4|1=25071125;2=25071126;3=25071127;4=25071128
07A栋|344|3|4|1=25071129;2=25071130;3=25071131;4=25071132
07A栋|345|3|4|1=25071133;2=25071134;3=25071135;4=25071136
07A栋|401|4|4|1=25071137;2=25071138;3=25071139;4=25071140
07A栋|402|4|4|1=25071209;2=25071210;3=25071211;4=25071212
07A栋|403|4|4|1=25071213;2=25071214;3=25071215;4=25071216
07A栋|404|4|4|1=25071217;2=25071218;3=25071219;4=25071220
07A栋|405|4|4|1=25071221;2=25071222;3=25071223;4=25071224
07A栋|406|4|4|1=25071225;2=25071226;3=25071227;4=25071228
07A栋|407|4|4|1=25071229;2=25071230;3=25071231;4=25071232
07A栋|408|4|4|1=25071233;2=25071234;3=25071235;4=25071236
07A栋|409|4|4|1=25071237;2=25071238;3=25071239;4=25071240
07A栋|410|4|4|1=25071309;2=25071310;3=25071311;4=25071312
07A栋|411|4|4|1=25071313;2=25071314;3=25071315;4=25071316
07A栋|412|4|4|1=25071317;2=25071318;3=25071319;4=25071320
07A栋|413|4|4|1=25071321;2=25071322;3=25071323;4=25071324
07A栋|414|4|4|1=25071325;2=25071326;3=25071327;4=25071328
07A栋|415|4|4|1=25071329;2=25071330;3=25071331;4=25071332
07A栋|416|4|4|1=25071333;2=25071334;3=25071335;4=25071336
07A栋|417|4|4|1=25071337;2=25071338;3=25071339;4=25071340
07A栋|418|4|4|1=25071409;2=25071410;3=25071411;4=25071412
07A栋|419|4|4|1=25071413;2=25071414;3=25071415;4=25071416
07A栋|420|4|4|1=25071417;2=25071418;3=25071419;4=25071420
07A栋|421|4|4|1=25071421;2=25071422;3=25071423;4=25071424
07A栋|422|4|4|1=25071425;2=25071426;3=25071427;4=25071428
07A栋|423|4|4|1=25071429;2=25071430;3=25071431;4=25071432
07A栋|424|4|4|1=25071433;2=25071434;3=25071435;4=25071436
07A栋|425|4|4|1=25071437;2=25071438;3=25071439;4=25071440
07A栋|426|4|4|1=25072109;2=25072110;3=25072111;4=25072112
07A栋|427|4|4|1=25072113;2=25072114;3=25072115;4=25072116
07A栋|428|4|4|1=25072117;2=25072118;3=25072119;4=25072120
07A栋|429|4|4|1=25072121;2=25072122;3=25072123;4=25072124
07A栋|430|4|4|1=25072125;2=25072126;3=25072127;4=25072128
07A栋|431|4|4|1=25072129;2=25072130;3=25072131;4=25072132
07A栋|432|4|4|1=25072133;2=25072134;3=25072135;4=25072136
07A栋|433|4|4|1=25072137;2=25072138;3=25072139;4=25072140
07A栋|434|4|4|1=25072209;2=25072210;3=25072211;4=25072212
07A栋|435|4|4|1=25072213;2=25072214;3=25072215;4=25072216
07A栋|436|4|4|1=25072217;2=25072218;3=25072219;4=25072220
07A栋|437|4|4|1=25072221;2=25072222;3=25072223;4=25072224
07A栋|438|4|4|1=25072225;2=25072226;3=25072227;4=25072228
07A栋|439|4|4|1=25072229;2=25072230;3=25072231;4=25072232
07A栋|440|4|4|1=25072233;2=25072234;3=25072235;4=25072236
07A栋|441|4|4|1=25072237;2=25072238;3=25072239;4=25072240
07A栋|442|4|4|1=25072309;2=25072310;3=25072311;4=25072312
07A栋|443|4|4|1=25072313;2=25072314;3=25072315;4=25072316
07A栋|444|4|4|1=25072317;2=25072318;3=25072319;4=25072320
07A栋|445|4|4|1=25072321;2=25072322;3=25072323;4=25072324
07A栋|501|5|4|1=25072325;2=25072326;3=25072327;4=25072328
07A栋|502|5|4|1=25072329;2=25072330;3=25072331;4=25072332
07A栋|503|5|4|1=25072333;2=25072334;3=25072335;4=25072336
07A栋|504|5|4|1=25072337;2=25072338;3=25072339;4=25072340
